gzzax.livechatvalue.com	1	1	0	1	0	0	0	0	0	0	2	2	0	0	16	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
0.gravatar.com	1	1	0	1	0	0	0	0	0	0	2	2	1	0	16	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
0.gravatar.com	1	1	0	1	0	0	0	0	0	0	2	2	1	0	16	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
0.gravatar.com	1	1	0	1	0	0	0	0	0	0	2	2	1	0	16	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
0.gravatar.com	1	1	0	1	0	0	0	0	0	0	2	2	1	0	16	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
006.zzz.com.ua	1	1	0	1	0	0	0	0	0	0	1	1	1	0	16	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
006.zzz.com.ua	1	1	0	1	0	0	0	0	0	0	1	1	1	0	16	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
007b.com	0	0	0	0	0	0	0	0	0	0	2	2	1	0	16	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
007b.com	0	0	0	0	0	0	0	0	0	0	2	2	1	0	16	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
028cdxyk.com	1	1	0	1	0	0	0	0	0	0	1	1	1	0	16	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
028cdxyk.com	1	1	0	1	0	0	0	0	0	0	1	1	1	0	16	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
03383bd.netsolhost.com	1	1	0	1	0	0	0	0	0	0	2	2	1	0	16	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
03383bd.netsolhost.com	1	1	0	1	0	0	0	0	0	0	2	2	1	0	16	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
03383bd.netsolhost.com	1	1	0	1	0	0	0	0	0	0	2	2	1	0	16	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
03383bd.netsolhost.com	1	1	0	1	0	0	0	0	0	0	2	2	1	0	16	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
03383bd.netsolhost.com	1	1	0	1	0	0	0	0	0	0	2	2	1	0	16	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
03383bd.netsolhost.com	1	1	0	1	0	0	0	0	0	0	2	2	1	0	16	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
03383bd.netsolhost.com	1	1	0	1	0	0	0	0	0	0	2	2	1	0	16	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
03383bd.netsolhost.com	1	1	0	1	0	0	0	0	0	0	2	2	1	0	16	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
